#
# Copyright (c) 2020 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# 0x00 - 0x0F
SLDT         ; Mw          ; LDTR                    ;            0x0F 0x00 /0:mem        ; s:I286PROT, t:SYSTEM, w:W|R, m:NOREAL|NOSGX
SENDUIPI     ; Rq          ; n/a                     ;       0xF3 0x0F 0xC7 /6:reg        ; s:UINTR, t:UINTR, w:RW, m:O64|NOTSX|NOSGX
RDSEED       ; Rv          ; Fv                      ;            0x0F 0xC7 /7:reg        ; s:RDSEED, t:RDSEED, w:W|W, f:CF=m|PF=0|AF=0|ZF=0|SF=0|OF=0
RDSEED       ; Rv          ; Fv                      ;       0x66 0x0F 0xC7 /7:reg        ; s:RDSEED, t:RDSEED, a:S66, w:W|W, f:CF=m|PF=0|AF=0|ZF=0|SF=0|OF=0
RDPID        ; Ryf         ; TSCAUX                  ;       0xF3 0x0F 0xC7 /7:reg        ; s:RDPID, t:RDPID, w:W|R

BSWAP        ; Zv          ; n/a                     ;            0x0F 0xC8               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xC9               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCA               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCB               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCC               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCD               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCE               ; s:I486REAL, t:DATAXFER, w:RW
BSWAP        ; Zv          ; n/a                     ;            0x0F 0xCF               ; s:I486REAL, t:DATAXFER, w:RW

# 0xD0 - 0xDF
ADDSUBPD     ; Vpd,Wpd     ; n/a                     ;       0x66 0x0F 0xD0 /r            ; s:SSE3, t:SSE, w:RW|R, e:2
ADDSUBPS     ; Vps,Wps     ; n/a                     ;       0xF2 0x0F 0xD0 /r            ; s:SSE3, t:SSE, w:RW|R, e:2
PSRLW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD1 /r            ; s:MMX, t:MMX, w:RW|R
PSRLW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD1 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSRLD        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD2 /r            ; s:MMX, t:MMX, w:RW|R
PSRLD        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD2 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSRLQ        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD3 /r            ; s:MMX, t:MMX, w:RW|R
PSRLQ        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD3 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDQ        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD4 /r            ; s:SSE2, t:MMX, w:RW|R, e:4
PADDQ        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD4 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMULLW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD5 /r            ; s:MMX, t:MMX, w:RW|R
PMULLW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD5 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
MOVQ         ; Wq,Vq       ; n/a                     ;       0x66 0x0F 0xD6 /r            ; s:SSE2, t:DATAXFER, w:W|R, e:5
MOVQ2DQ      ; Vdq,Nq      ; n/a                     ;       0xF3 0x0F 0xD6 /r:reg        ; s:SSE2, t:DATAXFER, w:W|R
MOVDQ2Q      ; Pq,Uq       ; n/a                     ;       0xF2 0x0F 0xD6 /r:reg        ; s:SSE2, t:DATAXFER, w:W|R
PMOVMSKB     ; Gy,Nq       ; n/a                     ;         NP 0x0F 0xD7 /r:reg        ; s:SSE, t:MMX, w:W|R, e:7, a:D64
PMOVMSKB     ; Gy,Ux       ; n/a                     ;       0x66 0x0F 0xD7 /r:reg        ; s:SSE2, t:SSE, w:W|R, e:7, a:D64
PSUBUSB      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD8 /r            ; s:MMX, t:MMX, w:RW|R
PSUBUSB      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD8 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSUBUSW      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xD9 /r            ; s:MMX, t:MMX, w:RW|R
PSUBUSW      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xD9 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMINUB       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDA /r            ; s:MMX, t:MMX, w:RW|R
PMINUB       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDA /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PAND         ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDB /r            ; s:MMX, t:LOGICAL, w:RW|R
PAND         ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDB /r            ; s:SSE2, t:LOGICAL, w:RW|R, e:4
PADDUSB      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDC /r            ; s:MMX, t:MMX, w:RW|R
PADDUSB      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDC /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDUSW      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDD /r            ; s:MMX, t:MMX, w:RW|R
PADDUSW      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDD /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMAXUB       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDE /r            ; s:MMX, t:MMX, w:RW|R
PMAXUB       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDE /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PANDN        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xDF /r            ; s:MMX, t:LOGICAL, w:RW|R
PANDN        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xDF /r            ; s:SSE2, t:LOGICAL, w:RW|R, e:4

# 0xE0 - 0xEF
PAVGB        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE0 /r            ; s:MMX, t:MMX, w:RW|R
PAVGB        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE0 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSRAW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE1 /r            ; s:MMX, t:MMX, w:RW|R
PSRAW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE1 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSRAD        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE2 /r            ; s:MMX, t:MMX, w:RW|R
PSRAD        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE2 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PAVGW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE3 /r            ; s:MMX, t:MMX, w:RW|R
PAVGW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE3 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMULHUW      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE4 /r            ; s:MMX, t:MMX, w:RW|R
PMULHUW      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE4 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMULHW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE5 /r            ; s:MMX, t:MMX, w:RW|R
PMULHW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE5 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
CVTTPD2DQ    ; Vx,Wpd      ; n/a                     ;       0x66 0x0F 0xE6 /r            ; s:SSE2, t:CONVERT, w:W|R, e:2
CVTDQ2PD     ; Vx,Wq       ; n/a                     ;       0xF3 0x0F 0xE6 /r            ; s:SSE2, t:CONVERT, w:W|R, e:5
CVTPD2DQ     ; Vx,Wpd      ; n/a                     ;       0xF2 0x0F 0xE6 /r            ; s:SSE2, t:CONVERT, w:W|R, e:2
MOVNTQ       ; Mq,Pq       ; n/a                     ;         NP 0x0F 0xE7 /r:mem        ; s:MMX, t:DATAXFER, w:W|R
MOVNTDQ      ; Mx,Vx       ; n/a                     ;       0x66 0x0F 0xE7 /r:mem        ; s:SSE2, t:DATAXFER, w:W|R, e:1
PSUBSB       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE8 /r            ; s:MMX, t:MMX, w:RW|R
PSUBSB       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE8 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSUBSW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xE9 /r            ; s:MMX, t:MMX, w:RW|R
PSUBSW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xE9 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMINSW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xEA /r            ; s:MMX, t:MMX, w:RW|R
PMINSW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xEA /r            ; s:SSE2, t:SSE, w:RW|R, e:4
POR          ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xEB /r            ; s:MMX, t:LOGICAL, w:RW|R
POR          ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xEB /r            ; s:SSE2, t:LOGICAL, w:RW|R, e:4
PADDSB       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xEC /r            ; s:MMX, t:MMX, w:RW|R
PADDSB       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xEC /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDSW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xED /r            ; s:MMX, t:MMX, w:RW|R
PADDSW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xED /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMAXSW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xEE /r            ; s:MMX, t:MMX, w:RW|R
PMAXSW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xEE /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PXOR         ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xEF /r            ; s:MMX, t:LOGICAL, w:RW|R
PXOR         ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xEF /r            ; s:SSE2, t:LOGICAL, w:RW|R, e:4

# 0xF0 - 0xFF
LDDQU        ; Vx,Mx       ; n/a                     ;       0xF2 0x0F 0xF0 /r:mem        ; s:SSE3, t:SSE, w:W|R, e:4
PSLLW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF1 /r            ; s:MMX, t:MMX, w:RW|R
PSLLW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF1 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSLLD        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF2 /r            ; s:MMX, t:MMX, w:RW|R
PSLLD        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF2 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSLLQ        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF3 /r            ; s:MMX, t:MMX, w:RW|R
PSLLQ        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF3 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMULUDQ      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF4 /r            ; s:SSE2, t:MMX, w:RW|R, e:4
PMULUDQ      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF4 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PMADDWD      ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF5 /r            ; s:MMX, t:MMX, w:RW|R
PMADDWD      ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF5 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSADBW       ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF6 /r            ; s:MMX, t:MMX, w:RW|R
PSADBW       ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF6 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
MASKMOVQ     ; Pq,Nq       ; pDIq                    ;         NP 0x0F 0xF7 /r:reg        ; s:MMX, t:DATAXFER, w:R|R|W
MASKMOVDQU   ; Vdq,Udq     ; pDIdq                   ;       0x66 0x0F 0xF7 /r:reg        ; s:SSE2, t:DATAXFER, w:R|R|W, e:4
PSUBB        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF8 /r            ; s:MMX, t:MMX, w:RW|R
PSUBB        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF8 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSUBW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xF9 /r            ; s:MMX, t:MMX, w:RW|R
PSUBW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xF9 /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSUBD        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xFA /r            ; s:MMX, t:MMX, w:RW|R
PSUBD        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xFA /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PSUBQ        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xFB /r            ; s:MMX, t:MMX, w:RW|R
PSUBQ        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xFB /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDB        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xFC /r            ; s:MMX, t:MMX, w:RW|R
PADDB        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xFC /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDW        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xFD /r            ; s:MMX, t:MMX, w:RW|R
PADDW        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xFD /r            ; s:SSE2, t:SSE, w:RW|R, e:4
PADDD        ; Pq,Qq       ; n/a                     ;         NP 0x0F 0xFE /r            ; s:MMX, t:MMX, w:RW|R
PADDD        ; Vx,Wx       ; n/a                     ;       0x66 0x0F 0xFE /r            ; s:SSE2, t:SSE, w:RW|R, e:4
UD0          ; Gd,Ed       ; n/a                     ;            0x0F 0xFF /r            ; s:UD, t:UD, w:R|R
