#
# Copyright (c) 2024 Bitdefender
# SPDX-License-Identifier: Apache-2.0
#

# ADD
ADD             ; Eb,Gb         ; Fv     ; evex m:4 l:0 nd:0 nf:0 p:0 0x00 /r           ; s:APX_F, t:ARITH, w:RW|R|W,   v:legacy, e:APX_EVEX_INT, f:ARITH
CTESTZ              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CTESTZ              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTZ              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTZ              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CTESTZ              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP
CTESTZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:4 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTZ              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:4 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CZ,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CTESTNZ             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CTESTNZ             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP
CTESTNZ             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:5 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNZ             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:5 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNZ,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CTESTBE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CTESTBE             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP
CTESTBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:6 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTBE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:6 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CBE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CTESTNBE            ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CTESTNBE            ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP
CTESTNBE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:7 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNBE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:7 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNBE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CTESTS              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CTESTS              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP
CTESTS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:8 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTS              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:8 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CS,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CTESTNS             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CTESTNS             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP
CTESTNS             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:9 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNS             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:9 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNS,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTT              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTT              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTT              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:A 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTT              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:A 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTF              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTF              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP
CTESTF              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:B 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTF              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:B 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W,         v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CTESTL              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CTESTL              ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP
CTESTL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:C 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTL              ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:C 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CL,   v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CTESTNL             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CTESTNL             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP
CTESTNL             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:D 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNL             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:D 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNL,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTLE             ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP
CTESTLE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP
CTESTLE             ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:E 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTLE             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP
CTESTLE             ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP
CTESTLE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTLE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:E 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTLE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:E 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTLE             ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:E 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CLE,  v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Eb,Gb,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0x84 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP
CTESTNLE            ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Ev,Gv,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:F 0x85 /r            ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0xF6 /0 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP
CTESTNLE            ; Eb,Ib,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0xF6 /1 ib         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP
CTESTNLE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:F 0xF7 /0 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:0 nd:0 sc:F 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE
CTESTNLE            ; Ev,Iz,dfv   ; Fv          ; evex m:4 l:0 p:1 nd:0 sc:F 0xF7 /1 iz         ; s:APX_F, t:APX, c:CTEST, w:R|R|R|W, f:CNLE, v:cond, e:APX_EVEX_CCMP, a:SCALABLE


# CMOVCC
CMOVO{ND}           ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x40 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CO,   v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
CMOVNO{ND}          ; Bv,Gv,Ev    ; Fv          ; evex m:4 l:0 p:0 nd:1 nf:0 0x41 /r            ; s:APX_F, t:APX, c:CMOVcc, w:W|R|R|R, f:CNO,  v:legacy, e:APX_EVEX_INT, a:COND|SCALABLE
